               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.005775,          0.00041172,                   0,             0.69118,             0.40141,              0.4179,             0.23855,            0.047479,           0.0019847,                   0,            0.001684,            0.001684,            0.001684
                  86,           0.0056332,          0.00039667,                   0,              0.6976,             0.39924,             0.41523,              0.2371,            0.047486,           0.0019979,                   0,            0.001585,            0.001585,            0.001585
                  87,           0.0054369,          0.00038307,                   0,             0.69748,             0.39328,             0.41324,             0.23627,            0.047495,           0.0020108,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0052829,          0.00036968,                   0,              0.7024,             0.39166,             0.41174,             0.23508,            0.047498,           0.0020235,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0049665,          0.00035536,                   0,             0.70797,             0.39003,             0.40983,             0.23378,            0.047498,            0.002037,                   0,            0.001288,            0.001288,            0.001288
                  90,           0.0048658,          0.00034313,                   0,             0.71174,             0.38787,             0.40803,             0.23298,            0.047511,             0.00205,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0046617,          0.00033225,                   0,             0.71544,             0.38624,             0.40601,             0.23224,            0.047523,           0.0020631,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0045433,          0.00032192,                   0,             0.71905,             0.38353,             0.40271,             0.23083,             0.04753,           0.0020764,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0043709,          0.00030993,                   0,             0.72086,              0.3792,             0.39989,             0.22989,            0.047538,           0.0020898,                   0,            0.000892,            0.000892,            0.000892
                  94,           0.0041359,          0.00029765,                   0,             0.72415,             0.37595,             0.39789,              0.2289,            0.047548,           0.0021035,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0040347,          0.00029006,                   0,             0.72528,             0.37486,             0.39499,             0.22749,            0.047557,           0.0021175,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.003885,          0.00028093,                   0,             0.72765,             0.36906,             0.39314,             0.22632,            0.047564,           0.0021309,                   0,            0.000595,            0.000595,            0.000595
                  97,           0.0036643,          0.00027488,                   0,             0.73086,             0.36728,             0.38982,             0.22552,            0.047574,           0.0021443,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0034883,          0.00026873,                   0,             0.73212,             0.36132,             0.38724,             0.22416,            0.047581,           0.0021582,                   0,            0.000397,            0.000397,            0.000397
                  99,           0.0034153,           0.0002613,                   0,              0.7351,             0.35753,             0.38564,             0.22343,            0.047591,           0.0021721,                   0,            0.000298,            0.000298,            0.000298
